guide	gene	Givpir_1	Givpir_2	Givpir_3	Netretopanpir_1	Netretopanpir_2	Netretopanpir_3	NonTreated_1	NonTreated_2	NonTreated_3	Xosam_1	Xosam_2	Xosam_3
BPXYS47_1	BPXYS47	213	117	94	142	105	205	192	181	115	100	182	175
BPXYS47_2	BPXYS47	133	137	180	195	183	125	108	126	128	185	115	108
WEHMF853_1	WEHMF853	1380	1419	1445	784	818	681	615	547	620	422	364	434
WEHMF853_2	WEHMF853	1374	1431	1428	758	733	770	622	599	582	353	375	430
ZLH49_1	ZLH49	240	291	212	886	870	897	567	611	588	2571	2613	2488
ZLH49_2	ZLH49	218	235	224	881	837	952	581	561	593	2498	2614	2516
NLON71_1	NLON71	2050	2069	2043	501	475	524	630	655	671	1620	1589	1540
NLON71_2	NLON71	2095	2159	2145	524	470	478	536	543	546	1549	1629	1640
ZUGL752_1	ZUGL752	1025	1133	1120	912	897	1006	566	664	533	1372	1335	1430
ZUGL752_2	ZUGL752	1082	1149	1147	959	866	981	657	526	537	1426	1312	1352
HBZP546_1	HBZP546	1598	1612	1566	1206	1242	1237	550	673	541	501	431	566
HBZP546_2	HBZP546	1580	1539	1597	1247	1138	1142	657	600	664	469	541	452
SSEPL459_1	SSEPL459	1443	1317	1336	390	384	358	553	627	602	2490	2500	2454
SSEPL459_2	SSEPL459	1353	1450	1316	364	363	353	568	558	563	2519	2414	2493
DYBQ61_1	DYBQ61	596	606	716	908	924	848	675	602	565	732	792	752
DYBQ61_2	DYBQ61	646	687	668	841	843	844	641	627	536	769	776	845
WUJOX07_1	WUJOX07	901	843	922	1225	1306	1246	663	672	539	458	491	353
WUJOX07_2	WUJOX07	918	949	920	1250	1300	1284	569	564	669	433	419	415
GBIHX5_1	GBIHX5	1169	1112	1122	2232	2248	2275	656	565	541	2718	2639	2632
GBIHX5_2	GBIHX5	1146	1183	1185	2279	2219	2320	532	526	636	2613	2662	2661
FOQRH61_1	FOQRH61	2745	2637	2643	4132	4234	4251	555	574	587	791	864	835
FOQRH61_2	FOQRH61	2671	2735	2745	4251	4152	4136	608	573	670	805	804	798
QUCRG093_1	QUCRG093	1155	1180	1222	1124	1187	1153	569	620	639	497	506	498
QUCRG093_2	QUCRG093	1224	1200	1212	1175	1140	1104	565	587	659	547	550	618
HHLPX03_1	HHLPX03	2154	2181	2121	516	474	432	619	667	603	951	981	965
HHLPX03_2	HHLPX03	2115	2205	2088	488	487	412	579	640	645	844	859	881
TGSTA9_1	TGSTA9	1021	1025	1041	407	334	380	663	660	531	449	486	397
TGSTA9_2	TGSTA9	1122	1069	1043	378	361	381	546	598	663	457	497	472
PVBHP62_1	PVBHP62	1008	1061	1020	1742	1655	1797	674	600	601	453	484	413
PVBHP62_2	PVBHP62	1035	951	1036	1728	1702	1726	603	560	535	414	444	427
QPB24_1	QPB24	1114	1090	1215	658	683	603	638	610	646	238	216	258
QPB24_2	QPB24	1220	1077	1164	685	701	587	588	672	548	303	287	263
HUBP931_1	HUBP931	2577	2605	2595	1164	1086	1102	641	608	527	2153	2123	2172
HUBP931_2	HUBP931	2546	2566	2549	1136	1077	1101	634	642	540	2171	2196	2099
ACEP2_1	ACEP2	1479	1450	1565	3352	3456	3391	647	610	589	643	649	735
ACEP2_2	ACEP2	1455	1558	1446	3354	3449	3349	598	549	558	753	639	778
HKO975_1	HKO975	4577	4576	4459	673	594	668	612	556	535	1735	1847	1812
HKO975_2	HKO975	4603	4573	4594	602	659	631	640	558	646	1839	1719	1753
FVIFU0_1	FVIFU0	3220	3240	3163	531	418	412	561	581	650	1083	1087	1191
FVIFU0_2	FVIFU0	3250	3202	3219	417	522	538	527	663	672	1180	1158	1210
TWR951_1	TWR951	2965	2966	2978	1244	1244	1215	647	574	633	2484	2439	2545
TWR951_2	TWR951	3021	2973	2947	1264	1222	1308	620	636	669	2509	2425	2498
CWY38_1	CWY38	1221	1201	1244	1494	1531	1400	536	617	573	799	879	862
CWY38_2	CWY38	1177	1219	1135	1465	1438	1445	598	617	565	792	780	771
FRBAP4_1	FRBAP4	3502	3421	3418	806	695	809	576	627	656	1714	1575	1714
FRBAP4_2	FRBAP4	3478	3446	3446	786	798	733	551	600	606	1694	1717	1668
TBPF1_1	TBPF1	1099	1007	963	1169	1056	1078	554	577	560	925	909	1019
TBPF1_2	TBPF1	1097	1064	1044	1145	1055	1118	600	644	586	998	1032	996
NSG2_1	NSG2	4937	4903	4901	1919	1935	1884	548	545	669	804	809	779
NSG2_2	NSG2	4876	4874	4813	1858	1924	1816	662	639	625	764	753	801
YKNS6_1	YKNS6	932	819	942	2711	2690	2599	638	601	582	989	931	1057
YKNS6_2	YKNS6	845	881	852	2630	2654	2583	646	590	622	956	1049	942
YGCPT628_1	YGCPT628	3277	3421	3393	3409	3499	3549	667	587	652	1054	1098	1096
YGCPT628_2	YGCPT628	3275	3288	3279	3403	3433	3463	666	568	569	1105	1048	991
FRKS810_1	FRKS810	1326	1290	1376	1275	1349	1304	624	642	532	730	625	741
FRKS810_2	FRKS810	1413	1321	1350	1349	1299	1286	608	665	616	729	639	700
FQPJF04_1	FQPJF04	746	765	751	552	435	439	552	545	572	2577	2580	2566
FQPJF04_2	FQPJF04	759	773	724	505	559	504	661	551	582	2616	2584	2595
UXE216_1	UXE216	1463	1484	1443	803	687	699	542	534	620	1327	1329	1321
UXE216_2	UXE216	1511	1464	1527	707	730	707	570	600	541	1298	1316	1398
BUDJ2_1	BUDJ2	3160	3203	3142	1558	1562	1461	631	548	665	1682	1726	1639
BUDJ2_2	BUDJ2	3129	3125	3240	1514	1582	1493	610	604	613	1709	1689	1745
PIH9_1	PIH9	1124	1101	1026	1078	1204	1175	560	526	658	975	984	1053
PIH9_2	PIH9	1033	1038	1127	1078	1154	1181	557	536	624	921	921	1022
JLVJ03_1	JLVJ03	680	671	690	754	729	691	667	572	611	2014	1951	2049
JLVJ03_2	JLVJ03	633	690	736	714	817	811	533	647	557	1946	2062	1957
ASAL012_1	ASAL012	736	773	692	576	646	685	641	583	643	1334	1359	1360
ASAL012_2	ASAL012	680	777	652	645	645	686	616	528	549	1351	1301	1290
ELP19_1	ELP19	919	939	913	3715	3621	3694	553	662	607	643	567	561
ELP19_2	ELP19	817	830	804	3612	3602	3730	570	601	527	535	545	568
QLJCQ6_1	QLJCQ6	3948	3974	3890	381	358	368	626	643	618	936	924	904
QLJCQ6_2	QLJCQ6	3942	3972	3925	349	371	352	646	540	545	865	937	833
KUIY084_1	KUIY084	1730	1728	1771	3768	3797	3837	587	578	580	7966	7982	7945
KUIY084_2	KUIY084	1741	1854	1737	3726	3743	3710	557	614	544	7855	7921	7898
DNT4_1	DNT4	2216	2200	2258	1079	1062	1148	661	654	626	2741	2860	2808
DNT4_2	DNT4	2120	2114	2146	1166	1104	1065	549	630	623	2852	2814	2815
UWIV54_1	UWIV54	1474	1529	1494	142	274	179	621	588	670	1798	1669	1679
UWIV54_2	UWIV54	1488	1562	1524	179	256	158	637	594	565	1688	1773	1745
HJSW261_1	HJSW261	2420	2331	2402	909	985	983	595	583	645	979	1034	1069
HJSW261_2	HJSW261	2381	2415	2398	982	971	887	568	555	635	973	1054	1045
LNM81_1	LNM81	1153	1123	1082	2130	2102	2076	642	626	546	734	632	657
LNM81_2	LNM81	1069	1053	1037	2003	2142	2051	658	559	657	748	674	696
CCX74_1	CCX74	1142	1140	1125	924	992	861	570	619	555	3844	3794	3775
CCX74_2	CCX74	1075	1171	1146	929	980	986	554	577	622	3784	3756	3836
TGS245_1	TGS245	2928	2974	2996	1505	1397	1511	544	570	537	7893	7850	7839
TGS245_2	TGS245	2956	3056	3047	1467	1471	1387	569	602	665	7894	7903	7972
DEURI62_1	DEURI62	1245	1185	1216	568	556	679	616	588	668	3891	3912	3958
DEURI62_2	DEURI62	1196	1285	1241	671	600	572	623	616	549	3894	3964	3944
RZBU8_1	RZBU8	3508	3397	3495	866	933	952	550	619	565	770	653	650
RZBU8_2	RZBU8	3420	3512	3406	890	892	825	670	570	576	665	732	753
PCU5_1	PCU5	656	697	715	862	989	913	606	574	579	432	456	554
PCU5_2	PCU5	660	635	685	951	868	969	542	673	537	439	547	533
ZMAU8_1	ZMAU8	424	415	372	927	1038	936	569	671	668	919	850	834
ZMAU8_2	ZMAU8	452	383	451	981	1032	971	600	541	584	891	862	812
CAXNC8_1	CAXNC8	842	852	968	1334	1402	1465	610	562	593	1029	1041	1017
CAXNC8_2	CAXNC8	939	831	913	1399	1427	1344	551	615	590	956	985	937
TVCP493_1	TVCP493	655	677	753	714	649	607	644	600	608	1229	1226	1226
TVCP493_2	TVCP493	696	624	668	737	648	676	587	583	527	1261	1189	1207
TENRW2_1	TENRW2	537	565	434	606	594	679	641	642	616	1282	1360	1220
TENRW2_2	TENRW2	499	436	506	601	688	713	601	573	607	1310	1230	1310
MMAF42_1	MMAF42	1862	1869	1955	1665	1605	1632	595	650	634	1144	1201	1238
MMAF42_2	MMAF42	1915	1881	1991	1540	1597	1607	561	658	530	1106	1173	1218
VLRAS0_1	VLRAS0	1356	1367	1321	2076	2114	2145	536	593	584	518	517	377
VLRAS0_2	VLRAS0	1422	1416	1311	2064	2041	2054	577	533	640	418	489	396
MDER714_1	MDER714	789	807	890	1180	1213	1144	667	606	552	1890	1872	1876
MDER714_2	MDER714	824	759	825	1136	1165	1256	533	553	625	1778	1760	1777
TOWKQ214_1	TOWKQ214	3105	3022	3004	991	1062	1048	664	573	574	392	427	430
TOWKQ214_2	TOWKQ214	3120	3107	2993	1071	1009	1079	658	602	673	427	458	403
UUKH749_1	UUKH749	642	719	774	598	597	628	561	568	553	3117	3085	3051
UUKH749_2	UUKH749	744	663	758	651	608	666	551	615	576	3132	3167	3156
AGWVJ8_1	AGWVJ8	920	912	919	5870	5872	5946	635	580	601	689	698	611
AGWVJ8_2	AGWVJ8	962	1053	906	5881	5939	5848	591	531	530	718	678	712
XEUV806_1	XEUV806	1944	1905	1912	397	488	363	606	538	670	3090	3206	3183
XEUV806_2	XEUV806	1923	1872	1866	490	370	494	633	655	654	3205	3179	3109
FZS29_1	FZS29	188	174	157	111	174	216	193	175	196	85	102	91
FZS29_2	FZS29	194	222	151	187	139	177	125	172	173	204	121	180
WEKY8_1	WEKY8	247	335	218	1510	1412	1373	666	632	557	1146	1154	1161
WEKY8_2	WEKY8	270	302	225	1481	1371	1423	551	655	561	1113	1189	1160
VUW68_1	VUW68	677	650	777	259	248	203	641	640	638	4753	4773	4683
VUW68_2	VUW68	773	771	768	134	168	268	583	632	535	4770	4809	4773
KUZN32_1	KUZN32	2484	2466	2549	530	515	478	639	549	529	1298	1234	1315
KUZN32_2	KUZN32	2575	2459	2594	499	560	522	624	542	564	1292	1241	1230
FNKL80_1	FNKL80	718	678	737	579	679	638	536	580	564	555	458	501
FNKL80_2	FNKL80	700	687	779	570	622	563	539	645	611	452	449	492
MUOS2_1	MUOS2	414	411	451	549	457	457	569	657	616	1636	1578	1543
MUOS2_2	MUOS2	424	466	410	595	517	461	632	641	660	1559	1646	1681
EVW48_1	EVW48	489	476	579	1021	1020	972	530	658	602	901	781	801
EVW48_2	EVW48	482	472	516	951	997	946	652	648	612	911	829	818
HDZIA148_1	HDZIA148	1116	1103	1104	1103	1067	999	604	567	627	1542	1556	1573
HDZIA148_2	HDZIA148	1012	1011	1024	1051	1111	1111	657	574	634	1595	1534	1545
DFLON760_1	DFLON760	607	537	548	455	377	370	670	615	585	388	408	358
DFLON760_2	DFLON760	606	493	584	452	423	340	551	675	662	443	422	355
XZQI3_1	XZQI3	938	877	915	406	475	423	609	608	604	1243	1239	1278
XZQI3_2	XZQI3	842	874	936	530	439	516	607	670	576	1245	1301	1315
UNQE21_1	UNQE21	1237	1221	1099	4347	4296	4393	564	639	540	1621	1511	1549
UNQE21_2	UNQE21	1220	1099	1162	4334	4396	4344	547	606	529	1610	1492	1542
CRUO9_1	CRUO9	524	584	472	881	919	951	546	653	670	1126	1155	1139
CRUO9_2	CRUO9	575	477	463	888	985	986	639	607	594	1209	1245	1152
LUMZT04_1	LUMZT04	1195	1159	1159	975	1013	1035	581	578	608	3666	3620	3731
LUMZT04_2	LUMZT04	1167	1141	1064	1078	1040	1013	642	636	650	3672	3746	3758
VUDX1_1	VUDX1	1101	1200	1212	575	561	700	585	600	604	3274	3285	3249
VUDX1_2	VUDX1	1126	1113	1098	571	590	639	647	567	534	3219	3208	3261
JEK7_1	JEK7	1831	1804	1927	898	955	903	594	602	669	1093	1116	1164
JEK7_2	JEK7	1832	1883	1941	980	868	934	666	548	610	1085	1138	1104
JNS1_1	JNS1	1303	1222	1246	834	909	843	550	540	673	1214	1295	1266
JNS1_2	JNS1	1219	1234	1279	862	795	828	595	647	667	1236	1196	1258
CRHNM10_1	CRHNM10	980	937	985	932	919	828	622	627	618	808	804	822
CRHNM10_2	CRHNM10	999	966	891	840	792	858	559	619	565	826	771	714
VRYQ60_1	VRYQ60	2216	2232	2324	1018	1014	1061	540	596	536	1266	1298	1180
VRYQ60_2	VRYQ60	2303	2242	2189	1083	1087	1106	544	658	531	1195	1225	1223
NAF81_1	NAF81	1752	1750	1695	720	712	782	598	544	571	1875	1883	1812
NAF81_2	NAF81	1779	1756	1677	796	780	808	598	659	555	1754	1795	1799
ZBJS856_1	ZBJS856	550	568	552	1288	1326	1292	571	627	602	1254	1232	1268
ZBJS856_2	ZBJS856	498	559	548	1405	1307	1331	591	604	579	1196	1279	1215
GTVIH796_1	GTVIH796	180	76	114	114	180	196	182	150	136	205	156	104
GTVIH796_2	GTVIH796	121	139	179	205	145	222	220	86	114	115	79	190
DYNOP2_1	DYNOP2	3651	3613	3732	893	941	975	538	652	547	1743	1680	1754
DYNOP2_2	DYNOP2	3679	3716	3705	917	879	930	669	579	651	1692	1751	1733
NZOQ5_1	NZOQ5	2360	2466	2458	1343	1375	1388	615	539	612	927	902	952
NZOQ5_2	NZOQ5	2357	2485	2341	1380	1352	1350	595	634	619	889	960	933
SHWDR1_1	SHWDR1	1089	1136	1144	1062	1032	984	576	578	551	833	900	848
SHWDR1_2	SHWDR1	1083	1081	1058	1009	1037	1043	625	604	623	854	817	894
XUF6_1	XUF6	11036	10912	11033	2078	2031	2129	619	555	672	1116	992	989
XUF6_2	XUF6	10933	11031	10895	2024	2104	2123	594	563	675	1111	980	1073
UHD953_1	UHD953	428	388	413	2167	2200	2139	629	563	540	998	1087	1122
UHD953_2	UHD953	410	403	380	2147	2186	2123	651	590	634	1034	998	1005
YNV069_1	YNV069	7508	7398	7511	1914	1883	1882	595	658	568	1303	1244	1299
YNV069_2	YNV069	7465	7404	7500	1883	1845	1913	626	607	539	1266	1240	1256
KHUBY36_1	KHUBY36	710	652	662	213	181	276	557	581	580	938	872	936
KHUBY36_2	KHUBY36	714	707	643	157	251	159	660	567	547	968	929	886
FVIF9_1	FVIF9	425	436	412	1946	2008	1972	593	533	545	1834	1833	1915
FVIF9_2	FVIF9	328	450	328	2059	1937	1923	640	642	634	1912	1953	1900
VHQ3_1	VHQ3	1041	1012	1080	1805	1768	1721	649	559	610	1318	1333	1252
VHQ3_2	VHQ3	1072	1108	1025	1803	1683	1700	583	648	607	1243	1289	1361
IRQCI9_1	IRQCI9	124	189	159	169	77	99	128	88	151	156	87	126
IRQCI9_2	IRQCI9	117	212	91	208	174	166	181	200	212	215	184	79
GOQM86_1	GOQM86	6795	6832	6758	4369	4373	4319	661	603	594	552	488	481
GOQM86_2	GOQM86	6833	6722	6769	4332	4320	4415	605	645	615	454	584	508
ZIVM76_1	ZIVM76	1044	1086	1091	2471	2414	2440	529	670	581	1396	1407	1415
ZIVM76_2	ZIVM76	1071	1005	1099	2421	2456	2485	558	640	569	1352	1449	1392
JDV520_1	JDV520	1799	1763	1750	1241	1226	1339	650	614	647	594	589	522
JDV520_2	JDV520	1851	1884	1865	1195	1272	1274	564	583	645	536	562	570
SMSTX9_1	SMSTX9	195	180	199	119	94	157	217	175	133	155	117	220
SMSTX9_2	SMSTX9	209	120	100	124	87	107	209	92	218	123	203	129
PCSOV427_1	PCSOV427	867	981	911	1376	1476	1404	673	587	648	1413	1386	1407
PCSOV427_2	PCSOV427	868	870	914	1395	1375	1398	610	619	627	1349	1422	1303
HYS50_1	HYS50	1629	1657	1588	853	852	885	580	589	561	2215	2165	2192
HYS50_2	HYS50	1610	1669	1566	924	849	850	658	649	528	2273	2253	2200
RUBRX5_1	RUBRX5	662	696	725	1255	1294	1271	623	649	576	202	202	124
RUBRX5_2	RUBRX5	620	593	636	1266	1301	1201	582	613	543	191	179	235
CHXQ708_1	CHXQ708	523	519	490	459	444	356	631	543	546	789	893	908
CHXQ708_2	CHXQ708	486	612	601	372	359	493	630	548	658	820	809	874
AVY751_1	AVY751	615	598	554	1003	857	863	558	606	556	459	478	467
AVY751_2	AVY751	599	594	602	929	910	861	579	556	579	495	570	547
YUS689_1	YUS689	505	441	470	1578	1561	1648	675	596	603	2576	2605	2643
YUS689_2	YUS689	535	435	519	1627	1611	1696	559	531	571	2594	2599	2683
DKX28_1	DKX28	1100	1170	1171	999	1067	1047	554	655	589	1099	1118	1128
DKX28_2	DKX28	1148	1198	1216	980	993	937	663	526	607	1014	1124	1121
VKQV6_1	VKQV6	1066	1019	925	653	531	552	627	617	673	632	566	536
VKQV6_2	VKQV6	968	944	1053	650	558	575	669	600	616	595	539	589
TQEXR810_1	TQEXR810	1342	1287	1410	2240	2321	2180	542	627	617	3859	3934	3886
TQEXR810_2	TQEXR810	1358	1362	1281	2307	2222	2215	659	603	646	3812	3894	3810
QJG069_1	QJG069	511	414	440	857	800	854	546	612	633	1265	1306	1279
QJG069_2	QJG069	437	450	512	779	897	882	593	600	586	1305	1187	1276
QFI132_1	QFI132	1487	1466	1473	473	478	379	593	542	640	546	548	506
QFI132_2	QFI132	1543	1519	1601	366	367	417	613	593	540	539	628	603
KXR197_1	KXR197	989	872	997	442	473	451	563	634	579	1225	1145	1114
KXR197_2	KXR197	899	890	962	491	513	517	563	574	661	1172	1100	1163
FSD267_1	FSD267	911	984	977	3001	2920	2908	655	613	574	1213	1244	1138
FSD267_2	FSD267	932	1016	926	2965	2967	2942	538	541	612	1144	1153	1159
ZLMO3_1	ZLMO3	1064	1110	1036	1989	1925	1906	594	621	638	686	610	646
ZLMO3_2	ZLMO3	1055	1091	1032	1906	2038	2038	526	558	584	734	654	699
BAVR1_1	BAVR1	607	677	577	1287	1295	1321	527	660	629	1623	1502	1629
BAVR1_2	BAVR1	611	537	668	1335	1339	1253	593	608	675	1525	1611	1523
OMHSF067_1	OMHSF067	2569	2523	2519	615	513	615	675	584	668	1427	1465	1441
OMHSF067_2	OMHSF067	2484	2470	2481	639	538	535	558	593	599	1547	1429	1454
SMNR610_1	SMNR610	416	538	545	1060	1016	1130	611	655	569	1414	1390	1435
SMNR610_2	SMNR610	555	454	425	1021	1052	1120	538	642	668	1447	1526	1483
WTLN1_1	WTLN1	329	331	372	2204	2210	2202	669	620	664	1523	1439	1556
WTLN1_2	WTLN1	400	454	463	2178	2147	2092	631	664	666	1547	1491	1461
ZIZS92_1	ZIZS92	565	500	482	1728	1604	1727	648	665	591	373	363	358
ZIZS92_2	ZIZS92	530	532	586	1700	1727	1700	537	527	655	441	385	499
FLJ6_1	FLJ6	301	349	318	1196	1135	1252	555	527	672	1662	1619	1716
FLJ6_2	FLJ6	387	329	422	1174	1209	1219	646	609	585	1706	1594	1707
QJT8_1	QJT8	269	248	367	719	637	683	547	656	616	1263	1145	1140
QJT8_2	QJT8	308	248	307	753	717	632	597	571	648	1186	1249	1178
YEOG5_1	YEOG5	621	685	715	3169	3088	3230	567	664	573	1413	1357	1455
YEOG5_2	YEOG5	635	659	766	3160	3143	3091	615	641	618	1353	1449	1318
FMLE253_1	FMLE253	1885	1904	1788	566	600	686	650	543	653	1362	1470	1446
FMLE253_2	FMLE253	1784	1786	1900	687	633	706	573	634	650	1373	1469	1370
GVP3_1	GVP3	1874	1739	1763	1097	1088	1008	632	675	634	1616	1612	1716
GVP3_2	GVP3	1857	1867	1811	986	974	1076	569	649	536	1653	1655	1649
VGNTU9_1	VGNTU9	2285	2298	2375	623	583	569	619	674	589	2143	2064	2058
VGNTU9_2	VGNTU9	2401	2378	2340	648	613	716	538	612	666	2092	2096	2067
FOLH3_1	FOLH3	2525	2577	2548	605	660	708	674	650	619	336	289	224
FOLH3_2	FOLH3	2534	2553	2489	724	655	686	535	559	564	253	300	265
JZBM413_1	JZBM413	1560	1577	1447	3547	3614	3588	675	533	555	1977	2055	1962
JZBM413_2	JZBM413	1439	1481	1447	3645	3654	3668	655	562	624	1963	1941	1982
SLOFM392_1	SLOFM392	870	1002	938	976	893	878	575	617	541	753	702	808
SLOFM392_2	SLOFM392	877	880	899	1008	946	967	617	672	604	757	789	759
NGF72_1	NGF72	412	383	430	3318	3429	3400	627	562	540	2049	2030	1967
NGF72_2	NGF72	474	376	401	3333	3455	3451	550	647	570	2076	1960	1958
DCJUS8_1	DCJUS8	2947	3020	3054	1205	1089	1128	648	644	635	808	736	730
DCJUS8_2	DCJUS8	2984	3043	2938	1157	1203	1121	583	534	659	753	728	821
HBAV97_1	HBAV97	1459	1377	1404	1425	1499	1426	598	555	642	974	994	1002
HBAV97_2	HBAV97	1466	1439	1454	1488	1375	1485	557	563	539	1010	1002	1054
YOFCD5_1	YOFCD5	792	776	714	544	524	455	610	573	608	986	906	894
YOFCD5_2	YOFCD5	784	801	734	476	554	502	647	588	563	993	946	900
MCH9_1	MCH9	1343	1309	1295	2849	2903	2847	607	666	660	892	912	848
MCH9_2	MCH9	1313	1275	1209	2777	2823	2872	576	601	654	876	915	927
DEPZ0_1	DEPZ0	5447	5546	5540	1081	1097	1128	657	640	614	1113	1167	1120
DEPZ0_2	DEPZ0	5544	5415	5484	1138	1113	1097	646	647	577	1177	1123	1107
PLMX321_1	PLMX321	464	424	503	220	266	222	591	646	607	1953	1908	1995
PLMX321_2	PLMX321	471	569	549	268	319	277	642	582	562	2033	1965	1953
LMVB07_1	LMVB07	547	600	631	3606	3549	3573	607	615	672	1000	871	881
LMVB07_2	LMVB07	609	599	626	3528	3579	3620	549	600	525	913	993	948
TGNIO01_1	TGNIO01	1977	2076	1964	569	629	625	543	582	561	2758	2696	2643
TGNIO01_2	TGNIO01	2080	2037	2053	599	640	603	635	647	618	2734	2699	2699
CCAOB24_1	CCAOB24	791	739	773	1910	1874	1834	629	535	593	4526	4519	4415
CCAOB24_2	CCAOB24	751	829	803	1849	1830	1868	651	595	615	4422	4530	4431
JKSIJ4_1	JKSIJ4	2251	2230	2344	1423	1398	1304	624	574	643	1297	1342	1359
JKSIJ4_2	JKSIJ4	2287	2240	2253	1365	1366	1422	623	670	561	1362	1383	1373
QHM08_1	QHM08	315	316	318	1605	1610	1644	670	599	589	1583	1633	1661
QHM08_2	QHM08	261	249	270	1735	1610	1655	609	591	602	1664	1632	1681
VPYTR71_1	VPYTR71	760	689	669	621	743	665	654	545	601	1525	1468	1527
VPYTR71_2	VPYTR71	790	675	786	656	645	664	609	534	570	1448	1485	1443
KSEOZ5_1	KSEOZ5	225	140	127	217	79	89	193	100	146	212	152	119
KSEOZ5_2	KSEOZ5	150	113	167	98	88	188	147	129	114	126	189	169
DCEWR2_1	DCEWR2	1696	1672	1742	670	785	790	651	643	651	1124	1151	1062
DCEWR2_2	DCEWR2	1658	1698	1737	732	675	690	526	637	637	1059	1095	1030
LSY54_1	LSY54	864	924	917	2476	2487	2383	587	668	585	1539	1540	1474
LSY54_2	LSY54	874	811	877	2423	2479	2477	602	603	652	1550	1412	1534
YGYRD21_1	YGYRD21	899	968	878	405	371	344	532	664	655	829	908	939
YGYRD21_2	YGYRD21	955	967	878	382	441	350	646	664	539	862	831	922
EGJB491_1	EGJB491	751	716	765	969	980	891	533	628	670	3229	3177	3169
EGJB491_2	EGJB491	762	828	736	993	894	987	617	655	575	3134	3250	3147
AAPZ82_1	AAPZ82	2884	2772	2840	1560	1620	1492	598	615	626	380	389	328
AAPZ82_2	AAPZ82	2804	2800	2829	1482	1576	1489	650	600	555	466	439	425
KBQJ37_1	KBQJ37	953	962	983	776	892	871	610	642	646	2852	2760	2854
KBQJ37_2	KBQJ37	1006	960	1087	785	918	894	536	601	604	2738	2822	2726
ICI8_1	ICI8	1246	1269	1269	2830	2903	2840	618	597	591	464	468	588
ICI8_2	ICI8	1285	1224	1221	2894	2835	2923	627	671	613	487	480	585
OST172_1	OST172	113	92	126	152	116	222	89	116	193	110	121	206
OST172_2	OST172	133	148	181	222	89	171	104	137	114	212	126	193
IHGY804_1	IHGY804	695	607	635	416	393	525	551	636	568	891	949	967
IHGY804_2	IHGY804	634	679	650	516	409	409	606	636	612	866	991	923
XFLIR20_1	XFLIR20	2172	2216	2165	1156	1293	1219	531	543	534	2223	2155	2262
XFLIR20_2	XFLIR20	2196	2091	2176	1286	1258	1206	632	674	545	2158	2158	2272
SWPTR64_1	SWPTR64	643	670	668	546	486	525	569	631	625	1389	1440	1424
SWPTR64_2	SWPTR64	651	655	745	556	562	558	579	592	569	1435	1391	1456
KVC163_1	KVC163	742	757	680	1197	1203	1293	529	655	652	2236	2279	2170
KVC163_2	KVC163	687	679	678	1272	1254	1302	587	624	539	2237	2275	2203
VUIXD96_1	VUIXD96	1294	1380	1359	284	376	315	567	614	531	3636	3623	3712
VUIXD96_2	VUIXD96	1386	1345	1298	399	286	260	631	563	635	3709	3727	3635
SHW38_1	SHW38	1046	1112	1117	907	838	874	543	650	659	3461	3565	3427
SHW38_2	SHW38	1035	1034	1083	824	822	921	644	571	527	3452	3441	3540
LGRO94_1	LGRO94	1345	1395	1356	548	576	641	667	648	609	909	887	877
LGRO94_2	LGRO94	1363	1279	1376	551	555	494	531	667	634	950	900	931
SZMNL175_1	SZMNL175	589	615	660	2001	2116	2041	601	610	634	717	713	719
SZMNL175_2	SZMNL175	616	657	693	2095	2052	2092	569	636	673	683	607	741
ZAJU8_1	ZAJU8	1547	1560	1523	1969	1979	1931	529	664	650	408	313	399
ZAJU8_2	ZAJU8	1558	1616	1611	1986	1970	1903	647	616	672	406	316	338
BCDOX2_1	BCDOX2	1418	1407	1395	858	794	839	539	572	649	368	336	391
BCDOX2_2	BCDOX2	1467	1383	1385	830	892	854	673	544	660	391	374	466
VOSXM5_1	VOSXM5	710	768	762	1247	1201	1156	622	526	635	2312	2342	2348
VOSXM5_2	VOSXM5	724	765	803	1288	1221	1249	666	534	599	2332	2323	2347
QXO056_1	QXO056	1581	1592	1660	2957	2892	2880	668	670	675	2816	2720	2672
QXO056_2	QXO056	1514	1544	1650	2975	3017	2879	579	576	639	2773	2711	2765
SABNS973_1	SABNS973	1089	1064	1073	1790	1856	1911	554	552	599	771	717	732
SABNS973_2	SABNS973	1035	964	1008	1847	1792	1892	669	591	645	710	808	715
TVHLK1_1	TVHLK1	191	202	193	221	100	164	144	161	214	119	107	80
TVHLK1_2	TVHLK1	111	98	144	152	106	200	207	97	94	209	204	118
WYQ60_1	WYQ60	3073	2964	3079	839	797	887	638	596	579	443	461	473
WYQ60_2	WYQ60	3065	2977	2991	798	792	872	661	636	548	404	420	391
ROL7_1	ROL7	1588	1644	1605	1064	1030	1063	617	600	555	2218	2319	2255
ROL7_2	ROL7	1680	1575	1688	1066	1026	1027	665	615	658	2292	2302	2227
ZDYPV81_1	ZDYPV81	802	751	664	516	405	470	535	596	544	1233	1251	1261
ZDYPV81_2	ZDYPV81	736	807	737	462	515	505	603	640	578	1271	1162	1250
KDT0_1	KDT0	486	421	510	4017	4014	3920	657	562	648	9121	8999	9005
KDT0_2	KDT0	401	525	483	3951	3973	3984	660	613	580	9094	9115	9093
AHUKC083_1	AHUKC083	553	585	641	984	975	903	574	591	528	1097	1126	994
